https://www.happy-size.nl/ProductDisplay?catalogId=1000530100&categoryId=104407&langId=31&productId=2304562&storeId=1000530003&colorId=marine,7-4-2018,Product Page,Shirt,Shirt,14.99, 	  € 29.99 ,1,83529/60X , marine ,NA,NA,NA,NA,1
https://www.happy-size.nl/gewatteerde-jas-496315/,7-4-2018,Product Page,Gewatteerde jas,Gewatteerde jas,59.99,   € 99.99 ,1,49631/50X , olijf/zwart ,NA,NA,NA,NA,1
https://www.happy-size.nl/ProductDisplay?catalogId=1000530100&categoryId=496685&langId=31&productId=2472028&storeId=1000530003&colorId=blauw+gem%C3%AAleerd,7-4-2018,Product Page,Jas,Jas,59.99, 	  € 79.99 ,1,66724/40X , blauw gemêleerd ,NA,NA,NA,NA,1
https://www.happy-size.nl/ProductDisplay?catalogId=1000530100&categoryId=104376&langId=31&productId=2168591&storeId=1000530003&colorId=blauwgrijs,7-4-2018,Product Page,Jas,Jas,49.95, 	  € 89.99 ,1,66295/70X , blauwgrijs ,NA,NA,NA,NA,1
https://www.happy-size.nl/ProductDisplay?langId=31&catalogId=1000530100&storeId=1000530003&productId=2253125&colorId=zwart&channel_code=34&s2m_product_id=36690%2F20X+&vcp=fc6cba197e0284&utm_source=tradetracker&utm_medium=feed&trackingData=999873%3A%3A88728%3A%3A131493524%3A%3ATTMD5%3A%3A1519993573&s2m_exaffid=88728&refID=Happy-Size%2FTradetracker%2Fhomepage%2Fbanners-tekstlinks&-mantels%2F36690%2F20X=&emsrc=Affiliate&s2m_channel=34&emrcs=Affiliate,7-4-2018,Product Page,Parka,Parka,99.99,NA,1,36690/20X , zwart ,NA,NA,NA,NA,1
https://www.happy-size.nl/outdoorparka-516011/,7-4-2018,Product Page,Outdoorparka,Outdoorparka,149.0,NA,1,51601/10X , bordeaux ,NA,NA,NA,NA,1
https://www.happy-size.nl/outdoorjas-killtec-904639/,7-4-2018,Product Page,Outdoorjas,Outdoorjas,99.99, 	  € 149.99 ,1,90463/90X , kaki ,NA,NA,NA,NA,1
https://www.happy-size.nl/ProductDisplay?catalogId=1000530100&langId=31&partNumber=950022&storeId=1000530003&krypto=MsSOjFCnFMi45Nm%2FKzfs7YWf7ua1Y0ctO%2Bg0bTkWFt8ZfoUKcFMyVeVOUC4FdoKCIBD9VnPOBoOJeJlPe1Nb2XlrR9jLczqRDawAxm8%2B9PHeYHAjDD7fNBHDmdLakM2awSrJ5cOfpjsB%2BzvBS4vBH1qOFHZIPHUnelZQFOaXUoycqwLYV%2BJE17LzNCLFyKH6%2B7YbIy5SstBQOoqsbEZRTA%3D%3D,7-4-2018,Product Page,Outdoorjack met capuchon en imitatiebont,Outdoorjack met capuchon en imitatiebont,79.99, 	  € 139.00 ,1,47280/10X , wit/zwart ,NA,NA,NA,NA,1
https://www.happy-size.nl/ProductDisplay?catalogId=1000530100&langId=31&partNumber=234284&storeId=1000530003&krypto=2r%2FMYnrHsdqmBtcMcjc3YwcwyQKxujrFu9KedEvxv9rbbwrSUdWO4RE%2BvBdgYWwGkIkKsrvbBkQsc85lv2bmHMP%2BjKA1hQMF3RWoqswOXS%2BHCdEPXwRM%2FjvAs%2FGhRIdoHdDZnPE24pL6d2a0rG4W8JCDGrTC487GCHHNuTpqCx1EbsKe%2B0JRC37ZKFJTYsLQY5blhdRluvsEPS3Kw2VFow%3D%3D,7-4-2018,Product Page,Outdoorjas met capuchon,Outdoorjas met capuchon,79.99, 	  € 179.95 ,1,23428/40X , lime ,NA,NA,NA,NA,1
https://www.happy-size.nl/outdoorjack-metcapuchonenimitatiebont-win-star-950022/,7-4-2018,Product Page,Outdoorjack met capuchon en imitatiebont,Outdoorjack met capuchon en imitatiebont,79.99, 	  € 139.00 ,1,47280/10X , wit/zwart ,NA,NA,NA,NA,1
