URL, DATE Scraped, Type, Product Category, Product Name , Current Price , Old Price, Position, Product Number, Product Color, Product Description, Number of Reviews, Star Rating, Free Shipping Indicator, Number of Photos 
http://www.desigual.com/nl_NL/damesmode/kleding/kortingen-jurken/?utm_content=Retail01-2018-03-23-S12-58730-2-Retail01-NL_MSS_VESTIDOS_ACCESORIOS&token=&dclid=CO25wtr7gtoCFZI64Aod1uAAtw,7-19-2018,List Page, Home ,Jurken Crudo,€ 59.98,€ 119.95,1, 18SWVWX0,NA,NA,NA,NA,NA,1
http://www.desigual.com/nl_NL/damesmode/kleding/kortingen-jurken/?utm_content=Retail01-2018-03-23-S12-58730-2-Retail01-NL_MSS_VESTIDOS_ACCESORIOS&token=&dclid=CO25wtr7gtoCFZI64Aod1uAAtw,7-19-2018,List Page, Home ,Jurken Miriam,€ 44.98,€ 89.95,2, 18SWVWB7,NA,NA,NA,NA,NA,1
http://www.desigual.com/nl_NL/damesmode/kleding/kortingen-jurken/?utm_content=Retail01-2018-03-23-S12-58730-2-Retail01-NL_MSS_VESTIDOS_ACCESORIOS&token=&dclid=CO25wtr7gtoCFZI64Aod1uAAtw,7-19-2018,List Page, Home ,Jurken Erika,€ 49.98,€ 99.95,3, 18SWVK24,NA,NA,NA,NA,NA,1
http://www.desigual.com/nl_NL/damesmode/kleding/kortingen-jurken/?utm_content=Retail01-2018-03-23-S12-58730-2-Retail01-NL_MSS_VESTIDOS_ACCESORIOS&token=&dclid=CO25wtr7gtoCFZI64Aod1uAAtw,7-19-2018,List Page, Home ,Jurken Lisboa,€ 49.98,€ 99.95,4, 18SWVKX0,NA,NA,NA,NA,NA,1
http://www.desigual.com/nl_NL/damesmode/kleding/kortingen-jurken/page/2?utm_content=Retail01-2018-03-23-S12-58730-2-Retail01-NL_MSS_VESTIDOS_ACCESORIOS&token=&dclid=CO25wtr7gtoCFZI64Aod1uAAtw,7-19-2018,List Page, Home ,Jurken Crudo,€ 59.98,€ 119.95,1, 18SWVWX0,NA,NA,NA,NA,NA,1
http://www.desigual.com/nl_NL/damesmode/kleding/kortingen-jurken/page/2?utm_content=Retail01-2018-03-23-S12-58730-2-Retail01-NL_MSS_VESTIDOS_ACCESORIOS&token=&dclid=CO25wtr7gtoCFZI64Aod1uAAtw,7-19-2018,List Page, Home ,Jurken Miriam,€ 44.98,€ 89.95,2, 18SWVWB7,NA,NA,NA,NA,NA,1
http://www.desigual.com/nl_NL/damesmode/kleding/kortingen-jurken/page/2?utm_content=Retail01-2018-03-23-S12-58730-2-Retail01-NL_MSS_VESTIDOS_ACCESORIOS&token=&dclid=CO25wtr7gtoCFZI64Aod1uAAtw,7-19-2018,List Page, Home ,Jurken Erika,€ 49.98,€ 99.95,3, 18SWVK24,NA,NA,NA,NA,NA,1
http://www.desigual.com/nl_NL/damesmode/kleding/kortingen-jurken/page/2?utm_content=Retail01-2018-03-23-S12-58730-2-Retail01-NL_MSS_VESTIDOS_ACCESORIOS&token=&dclid=CO25wtr7gtoCFZI64Aod1uAAtw,7-19-2018,List Page, Home ,Jurken Lisboa,€ 49.98,€ 99.95,4, 18SWVKX0,NA,NA,NA,NA,NA,1
http://www.desigual.com/nl_NL/damesmode/kleding/kortingen-jas/,7-19-2018,List Page, Home ,Jas Miranda,€ 79.98,€ 159.95,1, 18SWEW93,NA,NA,NA,NA,NA,1
http://www.desigual.com/nl_NL/damesmode/kleding/kortingen-jas/,7-19-2018,List Page, Home ,Jas Salva,€ 79.98,€ 159.95,2, 17WWEWH2,NA,NA,NA,NA,NA,1
